name,proj_id,et_id,hbw_id,ebd_id,ebd_sub,ebd_mix,bbs_id,aou_id,aou_mix,hwi,order,family,eng_name,synonyms,mlife,mis_mlife,adsurviv,mis_adsurviv,matage,parasi,egglow,eggupp,nsuc,hatc,fled,ypp,suces,mis_suces,attem,dev,bmass,naggr,brsys,mis_breed,bpstart,bpstop,ndepen,nest,nsbank,nsgroun,nsgrass,nsclif,nsbuild,nsshru,nsdeci,nsconi,nssnag,nscact,nstang,nsfloat,fsmud,fswatb,fswata,fstimb,fsgroun,fsunder,fsmidhigh,fscanopy,fsaerial,fsdump,fpnoct,fpdiur,klepto,fc_categ,fcinvert,fcvend,fcvect,fcfish,fcunk,fcscav,fcfruit,fcnect,fcseed,fcgree,fcleft,fmdig,fmgrgl,fmfogl,fmbagl,fmhogl,fmhopo,fmhawk,fmaero,fmapur,fmswoo,fmhipa,fmlopa,fmhidi,fmskim,fmsdiv,fmsdip,fmdabb,fmstal,fmprob,pelagic,code,ebd_id2022,ebd_id2023
Oxyura jamaicensis,440,573,442,674,NA,678;680,77,1670,NA,41.85,Anseriformes,Anatidae,Ruddy Duck,NA,13,0,0.5,1,1.25,0,6,8,0.54,0.77,NA,NA,0.36,0,1.2,pre2,608.15,2,monog,0,10-May,5-Sep,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,Invertebrate,60,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,rudduc,724,736
Ortalis vetula,450,137,130,746,747:750,NA,78,3110,NA,11.43,Galliformes,Cracidae,Plain Chachalaca,NA,8.8,0,0.4,0,1,0,2,4,0.37,0.91,0.98,0.9,0.59,0,1,pre4,562.6,1,monog,0,1-Apr,5-Oct,0,saucer,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,1,0,FruiNect,0,0,0,0,0,0,60,0,0,40,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,placha,799,811
Oreortyx pictus,460,463,177,899,NA,NA,86,2920,NA,31.61,Galliformes,Odontophoridae,Mountain Quail,NA,3,0,0.47,0,1,0,9,10,NA,0.77,NA,NA,0.3,0,1.5,pre3,233,2,monog,0,20-Apr,25-Aug,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,1,0,PlantSeed,5,0,0,0,0,0,20,0,40,35,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mouqua,952,966
Colinus virginianus,470,469,178,912,913:937,971,91,2890,NA,27.67,Galliformes,Odontophoridae,Northern Bobwhite,NA,6,0,0.16,0,1,0,12,16,NA,0.39,NA,NA,0.33,0,1,pre3,171.89,3,monog,0,5-Apr,30-Dec,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,5,0,0,0,0,0,0,0,65,30,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,norbob,965,979
Callipepla squamata,480,464,184,966,967:970,971;987;996,93,2930,NA,24.24,Galliformes,Odontophoridae,Scaled Quail,NA,3,0,0.5,0,1,0,12,14,0.33,NA,NA,8.2,0.2,0,1,pre3,183.86,3,monog,0,1-May,30-Dec,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,30,0,0,0,0,0,0,0,45,25,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scaqua,1018,1032
Callipepla californica,490,466,187,978,979:986,987;997;998,95,2940,NA,26.23,Galliformes,Odontophoridae,California Quail,NA,6.5,0,0.74,0,1,0,12,16,NA,NA,NA,15.7,0.89,0,1.25,pre3,165.7,3,monog,0,5-Apr,15-Aug,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,5,0,0,0,0,0,5,0,50,40,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,calqua,1031,1045
Callipepla gambelii,500,467,186,988,989:995,996;997;998,96,2950,NA,28.34,Galliformes,Odontophoridae,Gambel's Quail,NA,4,0,0.4,0,1,0,10,12,NA,0.45,NA,NA,0.32,0,1.25,pre3,165.95,2,monog,0,10-Mar,30-Aug,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,0,0,60,30,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gamqua,1042,1056
Cyrtonyx montezumae,510,490,208,999,1000:1006,NA,97,2960,NA,25.46,Galliformes,Odontophoridae,Montezuma Quail,NA,6,0,0.17,0,1,0,10,12,NA,0.32,NA,NA,0.32,0,1,pre3,185.38,1,monog,0,10-Jun,10-Nov,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,1,0,Omnivore,30,0,0,0,0,0,10,0,10,50,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,monqua,1051,1065
Alectoris chukar,520,241,285,1214,1215:1228,NA,101,2882,NA,28.95,Galliformes,Phasianidae,Chukar,NA,6.5,0,0.1,0,1,0,9,16,NA,NA,NA,8.47,0.15,0,1,pre3,502.1,1,polygyn,0,15-Mar,30-Dec,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,0,0,10,70,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chukar,1680,1698
Phasianus colchicus,530,393,373,1437,1438:1473,NA,105,3091,NA,22.91,Galliformes,Phasianidae,Common Pheasant,NA,11,0,0.2,0,1,0,10,12,NA,0.25,0.65,1.6,0.1,0,1,pre3,1120.31,1,polygyn,0,1-Apr,20-Oct,0,scrape,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,30,0,30,30,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rinphe,1440,1457
Pavo cristatus,535,413,252,1139,NA,1140,106,3095,NA,28.714,Galliformes,Phasianidae,Indian Peafowl,NA,11,1,0.2,1,1,0,10,12,NA,NA,NA,1.4,0.14,0,1,pre3,4154.81,1,lek,0,1-Apr,30-Jun,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,30,0,0,0,10,0,0,0,40,20,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,compea,1498,1515
Perdix perdix,540,294,399,1527,1528:1534,NA,104,2881,NA,32.95,Galliformes,Phasianidae,Grey Partridge,NA,4.6,0,0.3,0,1,0,15,17,0.37,0.32,NA,4.64,0.37,0,1,pre3,405.3,2,monog,0,15-Apr,30-Dec,0,scrape,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,30,0,0,0,0,0,0,0,30,40,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grypar,1378,1393
Bonasa umbellus,550,434,404,1590,1591:1604,1617,107,3000,NA,38.3,Galliformes,Phasianidae,Ruffed Grouse,NA,8.5,0,0.34,0,1,0,9,12,0.69,0.94,NA,NA,0.45,0,1,pre3,530.91,1,lek,0,10-Apr,30-Sep,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,1,0,PlantSeed,15,0,0,0,0,0,20,0,0,65,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rufgro,1216,1231
Centrocercus urophasianus,560,435,421,1605,NA,1607,108,3090,NA,38.69,Galliformes,Phasianidae,Greater Sage-grouse,NA,10,0,0.67,0,1.25,0,6,9,0.21,0.92,NA,NA,0.19,0,1,pre3,1902.46,3,lek,0,20-Mar,15-Sep,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,0,0,0,90,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,saggro,1245,1260
Centrocercus minimus,565,19812,422,1606,NA,1607,109,3089,NA,38.561,Galliformes,Phasianidae,Gunnison Sage-grouse,NA,10,1,0.52,0,1.5,0,3,9,0.43,0.83,NA,NA,0.36,0,1,pre3,1902.46,1,lek,0,25-Apr,10-Sep,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,0,0,0,90,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gusgro,1246,1261
Dendragapus canadensis,570,417,413,1609,1610:1616,1617,110,2980,NA,34.85,Galliformes,Phasianidae,Spruce Grouse,Falcipennis canadensis;Canachites canadensis,6.5,0,0.3,0,1.4,0,4,7,0.33,NA,NA,2.8,0.33,0,1,pre3,473.65,1,lek,0,10-Apr,20-Sep,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,0,0,0,0,0,0,10,0,0,90,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sprgro,1336,1351
Lagopus lagopus,580,423,407,1618,1619:1638,NA,111,3010,NA,39.01,Galliformes,Phasianidae,Willow Ptarmigan,NA,8.5,0,0.3,0,1.25,0,6,9,NA,0.8,0.6,NA,0.4,0,1,pre3,566.86,1,polygyn,0,20-May,30-Sep,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,5,0,0,0,1,0,PlantSeed,5,0,0,0,0,0,10,0,0,85,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wilpta,1282,1297
Lagopus muta,590,426,408,1639,1640:1669,NA,112,3020,NA,46.16,Galliformes,Phasianidae,Rock Ptarmigan,NA,5,0,0.43,0,1,0,6,9,0.55,NA,NA,3.8,0.81,0,1,pre3,535.3,1,monog,0,5-Jun,5-Aug,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,1,0,PlantSeed,5,0,0,0,0,0,20,0,10,65,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rocpta1,1303,1318
Lagopus leucura,600,427,409,1670,1671:1675,NA,113,3040,NA,40.42,Galliformes,Phasianidae,White-tailed Ptarmigan,NA,13.5,0,0.47,0,1,0,4,8,0.54,NA,NA,2.47,0.7,0,1,pre3,354.97,1,monog,0,25-May,5-Oct,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,whtpta1,1276,1291
Dendragapus obscurus,610,420,410,1677,1678:1681,1687;1696,114,2970,2973,39.44,Galliformes,Phasianidae,Dusky Grouse,NA,12,0,0.7,0,1,0,7,10,0.75,0.97,NA,NA,0.67,0,1,pre3,1047.31,1,promisc,0,1-Mar,20-Sep,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,0,0,0,0,0,0,20,0,0,80,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dusgro,1248,1263
Dendragapus fuliginosus,615,19811,411,1682,1683:1686,1687,115,2971,2973,39.857,Galliformes,Phasianidae,Sooty Grouse,NA,12,1,0.7,1,1,0,7,10,0.75,0.97,NA,NA,0.67,1,1,pre3,1047.31,1,promisc,0,1-May,20-Sep,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,0,0,0,0,0,0,20,0,0,80,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,soogro1,1253,1268
Tympanuchus phasianellus,620,436,424,1688,1689:1694,1701;1695;1696,117,3080,NA,39.62,Galliformes,Phasianidae,Sharp-tailed Grouse,NA,7.5,0,0.53,0,1,0,10,14,0.61,0.87,NA,6.8,0.49,0,1,pre3,882.38,3,promisc,0,20-Apr,10-Aug,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,10,0,10,70,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shtgro,1259,1274
Tympanuchus cupido,630,437,425,1697,1698:1700,1701;1703;1704,118,3050,NA,42.69,Galliformes,Phasianidae,Greater Prairie-chicken,NA,3,0,0.48,0,1.25,0,10,12,0.41,0.83,NA,NA,0.24,0,1,pre3,870.08,3,promisc,0,1-Apr,30-Sep,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,10,0,50,20,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grpchi,1268,1283
Tympanuchus pallidicinctus,640,438,426,1702,NA,1703;1704,119,3070,NA,39.02,Galliformes,Phasianidae,Lesser Prairie-chicken,NA,5,0,0.53,0,1.25,0,11,13,0.28,0.9,NA,5.7,0.47,0,1,pre3,745.82,3,promisc,0,15-Apr,15-Jul,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,20,0,0,0,0,1,0,Invertebrate,55,0,0,0,0,0,0,0,0,40,5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lepchi,1273,1288
Meleagris gallopavo,650,439,402,1706,1707:1713,NA,120,3100,NA,25.98,Galliformes,Phasianidae,Wild Turkey,NA,10,0,0.36,0,1,0,10,12,0.46,NA,NA,NA,0.42,0,1,pre3,5791.37,2,polygyn,0,15-Apr,30-Dec,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,1,0,PlantSeed,15,5,0,0,0,0,20,0,20,40,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wiltur,1207,1222
Phoenicopterus ruber,660,5271,649,1716,NA,1718,NA,NA,NA,47.57,Phoenicopteriformes,Phoenicopteridae,American Flamingo,NA,20,0,0.74,1,2,1,1,1,0.61,NA,NA,NA,0.28,1,1,semipre,3031.59,3,monog,0,10-Mar,30-Jun,0,saucer,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,Invertebrate,50,0,0,10,0,0,0,0,20,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,grefla2,1769,1787
Tachybaptus dominicus,670,5004,627,1750,1751:1755,NA,123,50,NA,23.44,Podicipediformes,Podicipedidae,Least Grebe,NA,10,1,0.85,1,1.25,1,4,6,NA,NA,NA,NA,0.21,1,3,pre4,132.59,2,monog,0,1-Jan,31-Dec,0,platform,0,0,0,0,0,0,0,0,0,0,0,100,0,70,30,0,0,0,0,0,0,0,0,1,0,Invertebrate,70,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,leagre,1807,1825
Podilymbus podiceps,680,5005,629,1756,1757:1759,NA,124,60,NA,34.01,Podicipediformes,Podicipedidae,Pied-billed Grebe,NA,13,0,0.85,1,1,0,5,7,0.72,0.75,0.61,NA,0.33,0,1.5,pre4,411.93,1,monog,0,1-Apr,30-Jul,0,platform,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,1,0,Invertebrate,70,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,pibgre,1813,1831
Podiceps auritus,690,5013,638,1767,1768:1769,1781,125,30,NA,42.15,Podicipediformes,Podicipedidae,Horned Grebe,NA,5,0,0.85,1,1,0,4,7,NA,0.3,NA,2.76,0.15,0,1.25,pre4,453,1,monog,0,25-May,5-Oct,0,platform,0,0,0,0,0,0,0,0,0,0,0,100,0,70,30,0,0,0,0,0,0,0,0,1,0,VertFishScav,40,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,horgre,1824,1842
Podiceps grisegena,700,5010,636,1770,1771:1772,NA,126,20,NA,41.2,Podicipediformes,Podicipedidae,Red-necked Grebe,NA,6,0,0.8,0,2,0,4,5,0.58,NA,NA,1.1,0.14,0,1,pre4,1023,2,monog,0,1-May,10-Aug,0,platform,0,0,0,0,0,0,0,0,0,0,0,100,0,70,30,0,0,0,0,0,0,0,0,1,0,Omnivore,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,rengre,1827,1845
Podiceps nigricollis,710,5015,639,1777,1778:1780,1781,127,40,NA,44.02,Podicipediformes,Podicipedidae,Black-necked Grebe,NA,12,0,0.9,0,1,0,3,5,NA,0.88,NA,0.81,0.18,0,1.25,pre4,412.44,3,monog,0,1-May,30-Aug,0,platform,0,0,0,0,0,0,0,0,0,0,0,100,0,60,40,0,0,0,0,0,0,0,0,1,0,Invertebrate,80,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,eargre,1834,1852
Aechmophorus occidentalis,720,5024,646,1789,1790:1791,1795;1796,128,10,12,40.87,Podicipediformes,Podicipedidae,Western Grebe,NA,14,0,0.85,1,1,0,3,4,0.65,NA,NA,1.41,0.26,0,1,pre4,1136.95,3,monog,0,1-Jun,30-Aug,0,platform,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,1,0,VertFishScav,10,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,wesgre,1846,1864
Aechmophorus clarkii,730,5026,647,1792,1793:1794,1795;1796,129,11,12,41.78,Podicipediformes,Podicipedidae,Clark's Grebe,NA,11,0,0.85,1,1,0,3,4,NA,NA,NA,NA,0.21,1,1,pre4,1090.93,2,monog,0,1-Jun,30-Aug,0,platform,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,1,0,VertFishScav,10,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,clagre,1849,1867
Columba livia,740,3315,663,1798,1799:1813,1817;1920,131,3131,NA,44.18,Columbiformes,Columbidae,Rock Pigeon,NA,6,0,0.66,0,1,0,2,2,NA,NA,NA,NA,0.46,0,6.5,alt,354.2,3,monog,0,1-Feb,30-Nov,0,saucer,0,0,0,5,95,0,0,0,0,0,0,0,0,0,0,0,60,20,0,0,0,20,0,1,0,PlantSeed,10,0,0,0,0,0,0,0,35,15,40,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rocpig,1856,1874
Patagioenas leucocephala,750,3349,745,1900,NA,NA,135,3140,NA,33.9,Columbiformes,Columbidae,White-crowned Pigeon,NA,12,1,0.55,0,1,0,2,2,0.58,NA,0.3,1.23,0.17,0,3,alt,240.14,3,monog,0,15-May,30-Sep,0,platform,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,20,20,40,20,0,0,0,1,0,FruiNect,10,0,0,0,0,0,60,0,0,30,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,whcpig2,1958,1976
Patagioenas flavirostris,760,3361,757,1901,1902:1905,NA,136,3130,NA,35.63,Columbiformes,Columbidae,Red-billed Pigeon,NA,12,1,0.59,1,1,0,1,2,NA,NA,NA,NA,0.35,1,1.5,alt,270.81,1,monog,0,10-Mar,30-Jul,0,platform,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,10,30,30,30,0,0,0,1,0,FruiNect,0,0,0,0,0,0,60,0,0,40,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rebpig1,1959,1977
Patagioenas fasciata,770,3355,752,1910,1911:1919,1920,137,3120,NA,36.24,Columbiformes,Columbidae,Band-tailed Pigeon,NA,18,0,0.68,0,1,0,1,2,0.79,0.79,0.69,NA,0.55,0,2,alt,366.3,3,monog,0,15-Feb,15-Oct,0,platform,0,0,0,0,0,20,30,40,10,0,0,0,0,0,0,0,0,50,50,0,0,0,0,1,0,PlantSeed,0,0,0,0,0,0,10,0,60,30,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,batpig1,1968,1986
Streptopelia decaocto,780,3391,707,1968,1969:1970,1975;1976;2345,142,22860,NA,37.85,Columbiformes,Columbidae,Eurasian Collared-dove,NA,13,0,0.56,0,1,0,2,2,NA,NA,0.28,NA,0.28,0,4.5,alt,148.96,2,monog,0,25-Mar,15-Nov,0,platform,0,0,0,0,5,0,50,45,0,0,0,0,0,0,0,0,80,10,10,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,20,0,40,20,10,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eucdov,2033,2051
Streptopelia chinensis,781,3385,718,2004,2005:2008,NA,143,3151,NA,30.61,Columbiformes,Columbidae,Spotted Dove,"Stigmatopelia chinensis;Spilopelia chinensis
",9,0,0.56,1,1,0,2,2,NA,0.56,0.3,0.58,0.29,0,4,alt,159,1,monog,0,1-Apr,15-Oct,0,platform,0,0,0,0,0,20,30,30,0,0,20,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,0,0,0,0,0,0,0,0,90,0,10,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spodov,2065,2084
Streptopelia roseogrisea,782,3392,709,1971,1972:1974,1975;1976,140,3152,NA,39.16,Columbiformes,Columbidae,African Collared-dove,NA,10,1,0.56,1,1,0,2,2,NA,NA,NA,NA,0.28,1,4.5,alt,155,1,monog,0,25-Mar,15-Nov,0,platform,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,0,0,60,20,10,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,afcdov1,2037,2056
Columbina inca,790,3447,807,2175,NA,NA,144,3210,NA,25.98,Columbiformes,Columbidae,Inca Dove,Scardafella inca,7,0,0.59,1,1,0,2,2,0.55,NA,NA,NA,0.35,1,3.5,alt,47.5,2,monog,0,1-Jul,30-Oct,0,saucer,0,0,0,0,10,50,20,10,0,0,10,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,0,0,0,0,0,0,20,0,80,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,incdov,2239,2261
Columbina passerina,800,3449,809,2176,NA,2205,145,3200,NA,25.44,Columbiformes,Columbidae,Common Ground-dove,NA,6,0,0.59,1,1,0,2,2,0.47,NA,NA,1.8,0.42,0,3.5,alt,35.36,1,monog,0,15-Mar,1-Oct,0,saucer,0,30,0,0,0,50,10,10,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,Omnivore,10,0,0,0,0,0,40,0,50,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cogdov,2240,2262
Columbina talpacoti,810,3451,812,2200,2201:2204,2205,147,3201,NA,19.92,Columbiformes,Columbidae,Ruddy Ground-dove,NA,12,1,0.59,1,1,0,2,2,NA,NA,NA,NA,0.35,1,3,alt,46.04,2,monog,0,1-May,15-Oct,0.2,saucer,0,0,0,0,0,60,20,20,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,0,0,90,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rugdov,2264,2286
Leptotila verreauxi,820,3464,780,2252,2253:2268,NA,152,3180,NA,21.85,Columbiformes,Columbidae,White-tipped Dove,NA,9,0,0.59,1,1,1,2,2,0.59,NA,NA,NA,0.5,0,2,alt,146.88,1,monog,0,15-Mar,15-Sep,0,saucer,0,0,0,0,0,30,50,10,0,0,10,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,20,0,50,0,10,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,whtdov,2318,2340
Zenaida asiatica,830,3443,806,2316,2317:2319,NA,158,3190,NA,35.86,Columbiformes,Columbidae,White-winged Dove,NA,21,0,0.63,0,1,0,1,3,0.52,0.36,0.94,NA,0.18,0,1.25,alt,153,2,monog,0,1-Mar,15-Aug,0,saucer,0,0,0,0,0,10,50,40,0,0,0,0,0,0,0,0,60,30,10,0,0,0,0,1,0,PlantSeed,0,0,0,0,0,0,30,0,50,10,10,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,whwdov,2382,2404
Zenaida macroura,840,3439,804,2339,2340:2344,2345,160,3160,NA,35.14,Columbiformes,Columbidae,Mourning Dove,NA,19,0,0.43,0,1,0,2,2,0.51,NA,NA,0.92,0.24,0,3.5,alt,118.93,1,monog,0,15-Feb,10-Oct,0,saucer,0,5,0,5,10,5,30,30,10,0,5,0,0,0,0,0,60,40,0,0,0,0,0,1,0,PlantSeed,0,0,0,0,0,0,0,0,80,10,10,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,moudov,2405,2427
Crotophaga ani,850,1879,1796,2933,NA,2935,162,3830,NA,24.93,Cuculiformes,Cuculidae,Smooth-billed Ani,NA,4.7,1,0.62,1,1,0,3,5,0.73,NA,NA,1.5,0.24,0,3,alt,110.09,2,coop,0,5-Apr,25-Oct,0,cup,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,40,30,30,0,0,0,0,1,0,Omnivore,40,20,20,0,0,0,10,0,10,0,0,0,80,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,smbani,3001,3025
Crotophaga sulcirostris,860,1880,1797,2934,NA,2935,163,3840,NA,19.32,Cuculiformes,Cuculidae,Groove-billed Ani,NA,4.7,1,0.64,1,1,0,3,4,NA,NA,NA,2.2,0.69,0,2,alt,82.04,2,coop,0,25-May,10-Dec,0,cup,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,80,10,0,10,0,0,0,1,0,Invertebrate,60,0,20,0,0,0,10,0,10,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grbani,3002,3026
Geococcyx californianus,870,1889,1804,2945,NA,2946,168,3850,NA,6.48,Cuculiformes,Cuculidae,Greater Roadrunner,NA,7,0,0.6,0,1,0,4,6,NA,NA,NA,1.76,0.35,0,1.9,alt,376,1,monog,0,10-Apr,20-Oct,0,platform,0,0,0,0,5,20,70,0,5,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,VertFishScav,30,30,20,0,0,10,10,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greroa,3013,3037
